joint,x,y,z
3,555.04816,90.59082,976.3074
4,637.5645,-307.9332,1187.2115
5,555.04803,-162.23883,976.3074
6,637.5637,-560.7628,1187.2113
7,555.04803,-415.06842,976.3074
8,580.99194,-138.47833,979.8313
9,592.6409,-342.30792,946.8189
10,538.7143,-247.09268,808.9873
11,592.6409,-714.01556,946.8189
12,538.7143,-618.8003,808.9873
13,592.6409,-1075.0513,946.81885
14,538.7143,-979.83606,808.98724
0,612.44183,179.7208,1187.6771
1,596.3063,17.743576,1081.7594
2,637.5644,-55.103592,1187.2115
3,555.04816,90.59075,976.3073
4,637.5645,-307.93323,1187.2115
5,555.04803,-162.23889,976.3073
6,637.5637,-560.7628,1187.2114
7,555.04803,-415.06848,976.3073
8,580.99194,-138.47833,979.8313
9,592.6409,-342.30786,946.819
10,538.7143,-247.09262,808.98737
11,592.6409,-714.0155,946.819
12,538.7143,-618.8003,808.98737
13,592.6409,-1075.0513,946.8189
14,538.7143,-979.83606,808.9873
0,612.44183,179.7208,1187.677
1,596.3063,17.743454,1081.7593
2,637.5644,-55.103714,1187.2114
3,555.04816,90.59062,976.30725
4,637.5645,-307.93335,1187.2114
5,555.04803,-162.23903,976.30725
6,637.5637,-560.76294,1187.2113
7,555.04803,-415.06863,976.30725
8,580.99194,-138.47833,979.8313
9,592.6409,-342.30774,946.81903
10,538.7143,-247.0925,808.9874
11,592.6409,-714.0154,946.81903
12,538.7143,-618.8002,808.9874
13,592.6409,-1075.0511,946.819
14,538.7143,-979.83594,808.98737
0,612.44183,179.72083,1187.677
1,596.3063,17.743393,1081.7593
2,637.5644,-55.103775,1187.2113
3,555.04816,90.59056,976.3072
4,637.5645,-307.9334,1187.2113
5,555.04803,-162.23909,976.3072
6,637.5637,-560.763,1187.2112
7,555.04803,-415.0687,976.3072
8,580.99194,-138.47833,979.8313
9,592.6409,-342.30768,946.8191
10,538.7143,-247.09244,808.9875
11,592.6409,-714.0153,946.8191
12,538.7143,-618.80005,808.9875
13,592.6409,-1075.051,946.8191
14,538.7143,-979.8358,808.9875
0,612.4419,179.72084,1187.6771
1,596.3063,17.743332,1081.7593
2,637.5644,-55.103806,1187.2113
3,555.04816,90.59048,976.30725
4,637.5645,-307.93347,1187.2113
5,555.04803,-162.23917,976.30725
6,637.5637,-560.76306,1187.2112
7,555.04803,-415.0688,976.30725
8,580.99194,-138.47833,979.8313
9,592.6409,-342.30762,946.8191
10,538.7143,-247.09238,808.9875
11,592.6409,-714.01526,946.8191
12,538.7143,-618.80005,808.9875
13,592.6409,-1075.051,946.8191
14,538.7143,-979.8358,808.9875
0,612.4528,179.7153,1187.6838
1,596.3063,17.743256,1081.7592
2,637.5644,-55.10388,1187.2112
3,555.04816,90.5904,976.3072
4,637.5645,-307.93353,1187.2112
5,555.04803,-162.23926,976.3072
6,637.5637,-560.7631,1187.211
7,555.04803,-415.06885,976.3072
8,580.99194,-138.47833,979.8313
9,592.6409,-342.30756,946.81915
10,538.7143,-247.0923,808.98755
11,592.6409,-714.0152,946.81915
12,538.7143,-618.7999,808.98755
13,592.6409,-1075.051,946.81915
14,538.7143,-979.8357,808.98755
0,612.44196,179.72086,1187.677
1,596.3063,17.743195,1081.7592
2,637.5644,-55.103943,1187.2112
3,555.04816,90.59033,976.3071
4,637.5645,-307.9336,1187.2112
5,555.04803,-162.23932,976.3071
6,637.5637,-560.7632,1187.211
7,555.04803,-415.0689,976.3071
8,580.99194,-138.47833,979.8313
9,592.6409,-342.3075,946.8192
10,538.7143,-247.09224,808.9876
11,592.6409,-714.01514,946.8192
12,538.7143,-618.79987,808.9876
13,592.6409,-1075.0509,946.8192
14,538.7143,-979.83563,808.9876
0,612.4419,179.72087,1187.677
1,596.3062,17.743088,1081.759
2,637.56433,-55.10405,1187.2112
3,555.0481,90.59022,976.30707
4,637.56445,-307.93372,1187.2112
5,555.048,-162.23944,976.30707
6,637.56366,-560.7633,1187.211
7,555.048,-415.06903,976.30707
8,580.99194,-138.47833,979.8313
9,592.641,-342.30737,946.8193
10,538.71436,-247.09213,808.9877
11,592.641,-714.015,946.8193
12,538.71436,-618.7998,808.9877
13,592.641,-1075.0508,946.8193
14,538.71436,-979.8356,808.9877
0,612.4419,179.72089,1187.677
1,596.3062,17.743027,1081.759
2,637.56433,-55.104095,1187.211
3,555.0481,90.59015,976.307
4,637.56445,-307.93375,1187.211
5,555.048,-162.2395,976.307
6,637.56366,-560.76337,1187.2109
7,555.048,-415.0691,976.307
8,580.99194,-138.47833,979.8313
9,592.641,-342.3073,946.81934
10,538.71436,-247.09207,808.98773
11,592.641,-714.01495,946.81934
12,538.71436,-618.7997,808.98773
13,592.641,-1075.0508,946.81934
14,538.71436,-979.83545,808.98773
0,612.44196,179.7209,1187.677
1,596.3062,17.742966,1081.759
2,637.56433,-55.10414,1187.211
3,555.0481,90.59008,976.307
4,637.56445,-307.93378,1187.211
5,555.048,-162.23956,976.307
6,637.56366,-560.76337,1187.2109
7,555.048,-415.06915,976.307
8,580.99194,-138.47833,979.8313
9,592.641,-342.30725,946.81934
10,538.71436,-247.09201,808.98773
11,592.641,-714.0149,946.81934
12,538.71436,-618.7997,808.98773
13,592.641,-1075.0507,946.81934
14,538.71436,-979.83545,808.98773
0,612.44196,179.72087,1187.6769
1,596.3062,17.742844,1081.7589
2,637.5643,-55.104263,1187.2109
3,555.04816,90.58995,976.3069
4,637.5644,-307.9339,1187.2109
5,555.04803,-162.2397,976.3069
6,637.5636,-560.7635,1187.2108
7,555.04803,-415.0693,976.3069
8,580.99194,-138.47833,979.8313
9,592.641,-342.30713,946.81946
10,538.71436,-247.09189,808.98785
11,592.641,-714.0148,946.81946
12,538.71436,-618.79956,808.98785
13,592.641,-1075.0505,946.81946
14,538.71436,-979.8353,808.98785
0,612.4306,179.72672,1187.6698
1,596.3062,17.742783,1081.7589
2,637.5643,-55.104324,1187.2109
3,555.04816,90.58988,976.30695
4,637.5644,-307.93396,1187.2109
5,555.04803,-162.23978,976.30695
6,637.5636,-560.76355,1187.2108
7,555.04803,-415.0694,976.30695
8,580.99194,-138.47833,979.8313
9,592.641,-342.30707,946.81946
10,538.71436,-247.09183,808.98785
11,592.641,-714.0147,946.81946
12,538.71436,-618.79944,808.98785
13,592.641,-1075.0505,946.81946
14,538.71436,-979.8352,808.98785
0,612.442,179.72092,1187.6769
1,596.3062,17.742706,1081.7588
2,637.5643,-55.104385,1187.2109
3,555.04816,90.5898,976.3069
4,637.5644,-307.93402,1187.2109
5,555.04803,-162.23985,976.3069
6,637.5636,-560.7636,1187.2109
7,555.04803,-415.06946,976.3069
8,580.99194,-138.47833,979.8313
9,592.641,-342.307,946.8195
10,538.71436,-247.09175,808.9879
11,592.641,-714.01465,946.8195
12,538.71436,-618.7994,808.9879
13,592.641,-1075.0504,946.8195
14,538.71436,-979.83514,808.9879
0,612.4421,179.72093,1187.6769
1,596.3062,17.742645,1081.7588
2,637.5643,-55.10443,1187.2107
3,555.04816,90.58973,976.3068
4,637.5644,-307.93408,1187.2107
5,555.04803,-162.23993,976.3068
6,637.5636,-560.7637,1187.2107
7,555.04803,-415.06952,976.3068
8,580.99194,-138.47833,979.8313
9,592.641,-342.30695,946.8196
10,538.71436,-247.09169,808.988
11,592.641,-714.0146,946.8196
12,538.71436,-618.7993,808.988
13,592.641,-1075.0503,946.8196
14,538.71436,-979.8351,808.988
0,612.43066,179.72675,1187.6698
1,596.3062,17.742584,1081.7588
2,637.5643,-55.104492,1187.2107
3,555.04816,90.58967,976.3068
4,637.5644,-307.93414,1187.2107
5,555.04803,-162.23999,976.3068
6,637.5636,-560.76373,1187.2107
7,555.04803,-415.06958,976.3068
8,580.99194,-138.47833,979.8313
9,592.641,-342.3069,946.8196
10,538.71436,-247.09163,808.988
11,592.641,-714.0145,946.8196
12,538.71436,-618.79926,808.988
13,592.641,-1075.0503,946.8196
14,538.71436,-979.835,808.988
0,612.45294,179.71542,1187.6836
1,596.30615,17.742462,1081.7587
2,637.5642,-55.104614,1187.2106
3,555.0481,90.58954,976.3067
4,637.56433,-307.93427,1187.2106
5,555.048,-162.24011,976.3067
6,637.56354,-560.76385,1187.2106
7,555.048,-415.0697,976.3067
8,580.99194,-138.47833,979.8313
9,592.64105,-342.30676,946.8197
10,538.7144,-247.0915,808.9881
11,592.64105,-714.0144,946.8197
12,538.7144,-618.79913,808.9881
13,592.64105,-1075.0502,946.8197
14,538.7144,-979.8349,808.9881
0,612.4421,179.72098,1187.6769
1,596.30615,17.742401,1081.7587
2,637.5642,-55.104675,1187.2106
3,555.0481,90.58947,976.30676
4,637.56433,-307.93433,1187.2106
5,555.048,-162.24017,976.30676
6,637.56354,-560.7639,1187.2106
7,555.048,-415.06976,976.30676
8,580.99194,-138.47833,979.8313
9,592.64105,-342.3067,946.8197
10,538.7144,-247.09145,808.9881
11,592.64105,-714.01434,946.8197
12,538.7144,-618.7991,808.9881
13,592.64105,-1075.05,946.8197
14,538.7144,-979.83484,808.9881
0,612.43066,179.72676,1187.6698
1,596.30615,17.74234,1081.7587
2,637.5642,-55.10472,1187.2106
3,555.0481,90.5894,976.3067
4,637.56433,-307.9344,1187.2106
5,555.048,-162.24025,976.3067
6,637.56354,-560.764,1187.2106
7,555.048,-415.06985,976.3067
8,580.99194,-138.47833,979.8313
9,592.64105,-342.30664,946.81976
10,538.7144,-247.09138,808.98816
11,592.64105,-714.0143,946.81976
12,538.7144,-618.799,808.98816
13,592.64105,-1075.05,946.81976
14,538.7144,-979.8348,808.98816
0,612.4421,179.721,1187.6769
1,596.30615,17.742233,1081.7585
2,637.5642,-55.104813,1187.2104
3,555.0481,90.58928,976.30664
4,637.56433,-307.93445,1187.2104
5,555.048,-162.24037,976.30664
6,637.56354,-560.76404,1187.2104
7,555.048,-415.06998,976.30664
8,580.99194,-138.47833,979.8313
9,592.64105,-342.30652,946.8198
10,538.7144,-247.09128,808.9882
11,592.64105,-714.01416,946.8198
12,538.7144,-618.79895,808.9882
13,592.64105,-1075.0499,946.8198
14,538.7144,-979.8347,808.9882
0,612.44214,179.721,1187.6768
1,596.30615,17.742157,1081.7585
2,637.5642,-55.10489,1187.2104
3,555.0481,90.589195,976.3066
4,637.56433,-307.93454,1187.2104
5,555.048,-162.24045,976.3066
6,637.56354,-560.76416,1187.2104
7,555.048,-415.07007,976.3066
8,580.99194,-138.47833,979.8313
9,592.64105,-342.30646,946.8199
10,538.7144,-247.0912,808.9883
11,592.64105,-714.0141,946.8199
12,538.7144,-618.7988,808.9883
13,592.64105,-1075.0498,946.8199
14,538.7144,-979.8346,808.9883
0,612.4422,179.72101,1187.6768
1,596.30615,17.742096,1081.7584
2,637.5642,-55.104935,1187.2103
3,555.0481,90.58913,976.3065
4,637.56433,-307.93457,1187.2103
5,555.048,-162.24052,976.3065
6,637.56354,-560.76416,1187.2103
7,555.048,-415.07013,976.3065
8,580.99194,-138.47833,979.8313
9,592.64105,-342.3064,946.81995
10,538.7144,-247.09114,808.98834
11,592.64105,-714.01404,946.81995
12,538.7144,-618.79877,808.98834
13,592.64105,-1075.0498,946.81995
14,538.7144,-979.83453,808.98834
0,612.4308,179.7268,1187.6697
1,596.30615,17.74202,1081.7584
2,637.5642,-55.104996,1187.2103
3,555.0481,90.58904,976.3065
4,637.56433,-307.93463,1187.2103
5,555.048,-162.2406,976.3065
6,637.56354,-560.7642,1187.2103
7,555.048,-415.0702,976.3065
8,580.99194,-138.47833,979.8313
9,592.64105,-342.3063,946.81995
10,538.7144,-247.09106,808.98834
11,592.64105,-714.0139,946.81995
12,538.7144,-618.7987,808.98834
13,592.64105,-1075.0497,946.81995
14,538.7144,-979.8345,808.98834
0,612.44226,179.72105,1187.6768
1,596.30615,17.741974,1081.7584
2,637.5642,-55.10504,1187.2103
3,555.0481,90.58899,976.3065
4,637.56433,-307.9347,1187.2103
5,555.048,-162.24066,976.3065
6,637.56354,-560.7643,1187.2103
7,555.048,-415.07025,976.3065
8,580.99194,-138.47833,979.8313
9,592.64105,-342.30627,946.82
10,538.7144,-247.09102,808.9884
11,592.64105,-714.0139,946.82
12,538.7144,-618.79865,808.9884
13,592.64105,-1075.0497,946.82
14,538.7144,-979.8344,808.9884
0,612.4422,179.72104,1187.6768
1,596.3061,17.741852,1081.7583
2,637.56415,-55.105164,1187.2102
3,555.04803,90.58886,976.30646
4,637.5643,-307.9348,1187.2102
5,555.0479,-162.24078,976.30646
6,637.5635,-560.7644,1187.2102
7,555.0479,-415.07037,976.30646
8,580.99194,-138.47833,979.8313
9,592.6411,-342.30615,946.82007
10,538.7145,-247.0909,808.98846
11,592.6411,-714.0138,946.82007
12,538.7145,-618.7985,808.98846
13,592.6411,-1075.0496,946.82007
14,538.7145,-979.8343,808.98846
0,612.4308,179.72684,1187.6697
1,596.3061,17.74179,1081.7583
2,637.56415,-55.10521,1187.2101
3,555.04803,90.58879,976.3064
4,637.5643,-307.93488,1187.2101
5,555.0479,-162.24086,976.3064
6,637.5635,-560.76447,1187.2101
7,555.0479,-415.07047,976.3064
8,580.99194,-138.47833,979.8313
9,592.6411,-342.3061,946.8201
10,538.7145,-247.09084,808.9885
11,592.6411,-714.01373,946.8201
12,538.7145,-618.79846,808.9885
13,592.6411,-1075.0496,946.8201
14,538.7145,-979.8342,808.9885
0,612.44226,179.72108,1187.6766
1,596.3061,17.74173,1081.7582
2,637.5641,-55.105255,1187.21
3,555.0481,90.58872,976.3064
4,637.5642,-307.9349,1187.21
5,555.048,-162.24094,976.3064
6,637.5634,-560.7645,1187.21
7,555.048,-415.07056,976.3064
8,580.99194,-138.47833,979.8313
9,592.6411,-342.30603,946.8201
10,538.7145,-247.09077,808.9885
11,592.6411,-714.0137,946.8201
12,538.7145,-618.7984,808.9885
13,592.6411,-1075.0494,946.8201
14,538.7145,-979.83417,808.9885
0,612.44226,179.72105,1187.6768
1,596.3061,17.741608,1081.7582
2,637.5641,-55.105377,1187.21
3,555.0481,90.58859,976.30634
4,637.5642,-307.93503,1187.21
5,555.048,-162.24106,976.30634
6,637.5634,-560.76465,1187.21
7,555.048,-415.07068,976.30634
8,580.99194,-138.47833,979.8313
9,592.6411,-342.3059,946.82025
10,538.7145,-247.09065,808.98865
11,592.6411,-714.01355,946.82025
12,538.7145,-618.7983,808.98865
13,592.6411,-1075.0493,946.82025
14,538.7145,-979.83405,808.98865
0,612.44226,179.7211,1187.6765
1,596.3061,17.741547,1081.758
2,637.5641,-55.10544,1187.2098
3,555.0481,90.588524,976.3063
4,637.5642,-307.9351,1187.2098
5,555.048,-162.24112,976.3063
6,637.5634,-560.7647,1187.2098
7,555.048,-415.07074,976.3063
8,580.99194,-138.47833,979.8313
9,592.6411,-342.30585,946.8203
10,538.7145,-247.09059,808.98865
11,592.6411,-714.0135,946.8203
12,538.7145,-618.7982,808.98865
13,592.6411,-1075.0493,946.8203
14,538.7145,-979.834,808.98865
0,612.4423,179.72108,1187.6766
1,596.3061,17.74147,1081.758
2,637.5641,-55.1055,1187.2098
3,555.0481,90.58844,976.3063
4,637.5642,-307.93515,1187.2098
5,555.048,-162.24121,976.3063
6,637.5634,-560.7648,1187.2098
7,555.048,-415.0708,976.3063
8,580.99194,-138.47833,979.8313
9,592.6411,-342.30576,946.8203
10,538.7145,-247.09052,808.9887
11,592.6411,-714.0134,946.8203
12,538.7145,-618.79816,808.9887
13,592.6411,-1075.0492,946.8203
14,538.7145,-979.8339,808.9887
0,612.4423,179.72112,1187.6766
1,596.3061,17.74141,1081.758
2,637.5641,-55.105545,1187.2098
3,555.0481,90.58837,976.3062
4,637.5642,-307.93518,1187.2098
5,555.048,-162.24127,976.3062
6,637.5634,-560.7648,1187.2098
7,555.048,-415.07086,976.3062
8,580.99194,-138.47833,979.8313
9,592.6411,-342.3057,946.8204
10,538.7145,-247.09045,808.9888
11,592.6411,-714.0133,946.8204
12,538.7145,-618.7981,808.9888
13,592.6411,-1075.0491,946.8204
14,538.7145,-979.83386,808.9888
0,612.43097,179.72693,1187.6694
1,596.3061,17.741348,1081.7579
2,637.5641,-55.105606,1187.2097
3,555.0481,90.588295,976.30615
4,637.5642,-307.93524,1187.2097
5,555.048,-162.24136,976.30615
6,637.5634,-560.76483,1187.2097
7,555.048,-415.07098,976.30615
8,580.99194,-138.47833,979.8313
9,592.6411,-342.30563,946.82043
10,538.7145,-247.0904,808.9888
11,592.6411,-714.0133,946.82043
12,538.7145,-618.79803,808.9888
13,592.6411,-1075.0491,946.82043
14,538.7145,-979.8338,808.9888
0,612.4423,179.72115,1187.6765
1,596.306,17.741241,1081.7579
2,637.564,-55.105698,1187.2097
3,555.04803,90.58818,976.3061
4,637.56415,-307.93536,1187.2097
5,555.0479,-162.24147,976.3061
6,637.56335,-560.76495,1187.2097
7,555.0479,-415.07108,976.3061
8,580.99194,-138.47833,979.8313
9,592.6412,-342.30554,946.8205
10,538.71454,-247.09029,808.9889
11,592.6412,-714.0132,946.8205
12,538.71454,-618.7979,808.9889
13,592.6412,-1075.049,946.8205
14,538.71454,-979.8337,808.9889
0,612.4424,179.72115,1187.6765
1,596.306,17.741165,1081.7578
2,637.564,-55.10576,1187.2096
3,555.04803,90.5881,976.30615
4,637.56415,-307.93542,1187.2096
5,555.0479,-162.24155,976.30615
6,637.56335,-560.765,1187.2096
7,555.0479,-415.07117,976.30615
8,580.99194,-138.47833,979.8313
9,592.6412,-342.30545,946.82056
10,538.71454,-247.09021,808.9889
11,592.6412,-714.01306,946.82056
12,538.71454,-618.79785,808.9889
13,592.6412,-1075.0488,946.82056
14,538.71454,-979.8336,808.9889
0,612.4424,179.72115,1187.6765
1,596.306,17.741104,1081.7578
2,637.564,-55.10582,1187.2096
3,555.04803,90.58803,976.3061
4,637.56415,-307.9355,1187.2096
5,555.0479,-162.24162,976.3061
6,637.56335,-560.7651,1187.2096
7,555.0479,-415.07123,976.3061
8,580.99194,-138.47833,979.8313
9,592.6412,-342.3054,946.82056
10,538.71454,-247.09015,808.98895
11,592.6412,-714.01306,946.82056
12,538.71454,-618.7978,808.98895
13,592.6412,-1075.0488,946.82056
14,538.71454,-979.83356,808.98895
0,612.4424,179.72115,1187.6765
1,596.306,17.740982,1081.7577
2,637.564,-55.10594,1187.2095
3,555.04803,90.587906,976.306
4,637.56415,-307.9356,1187.2095
5,555.0479,-162.24174,976.306
6,637.56335,-560.7652,1187.2095
7,555.0479,-415.07135,976.306
8,580.99194,-138.47833,979.8313
9,592.6412,-342.30527,946.8207
10,538.71454,-247.09003,808.989
11,592.6412,-714.01294,946.8207
12,538.71454,-618.79767,808.989
13,592.6412,-1075.0487,946.8207
14,538.71454,-979.83344,808.989
0,612.44244,179.72118,1187.6765
1,596.306,17.740921,1081.7577
2,637.564,-55.106003,1187.2094
3,555.04803,90.58784,976.30597
4,637.56415,-307.93567,1187.2094
5,555.0479,-162.24182,976.30597
6,637.56335,-560.76526,1187.2094
7,555.0479,-415.0714,976.30597
8,580.99194,-138.47833,979.8313
9,592.6412,-342.3052,946.8207
10,538.71454,-247.08997,808.9891
11,592.6412,-714.0128,946.8207
12,538.71454,-618.7976,808.9891
13,592.6412,-1075.0486,946.8207
14,538.71454,-979.8334,808.9891
0,612.45337,179.71567,1187.6832
1,596.306,17.74086,1081.7577
2,637.564,-55.10605,1187.2094
3,555.04803,90.58777,976.3059
4,637.56415,-307.9357,1187.2094
5,555.0479,-162.24188,976.3059
6,637.56335,-560.7653,1187.2094
7,555.0479,-415.07147,976.3059
8,580.99194,-138.47833,979.8313
9,592.6412,-342.30515,946.82074
10,538.71454,-247.0899,808.98914
11,592.6412,-714.0128,946.82074
12,538.71454,-618.79755,808.98914
13,592.6412,-1075.0486,946.82074
14,538.71454,-979.8333,808.98914
0,612.45337,179.71568,1187.6831
1,596.306,17.740799,1081.7576
2,637.564,-55.106094,1187.2092
3,555.04803,90.5877,976.3059
4,637.56415,-307.93573,1187.2092
5,555.0479,-162.24194,976.3059
6,637.56335,-560.7653,1187.2092
7,555.0479,-415.07153,976.3059
8,580.99194,-138.47833,979.8313
9,592.6412,-342.30508,946.8208
10,538.71454,-247.08984,808.98914
11,592.6412,-714.0127,946.8208
12,538.71454,-618.7975,808.98914
13,592.6412,-1075.0485,946.8208
14,538.71454,-979.83325,808.98914
0,612.4425,179.72122,1187.6764
1,596.306,17.740738,1081.7576
2,637.56396,-55.106155,1187.2092
3,555.0481,90.58763,976.3059
4,637.5641,-307.9358,1187.2092
5,555.048,-162.24202,976.3059
6,637.5633,-560.7654,1187.2092
7,555.048,-415.07162,976.3059
8,580.99194,-138.47833,979.8313
9,592.6412,-342.30502,946.8208
10,538.71454,-247.08978,808.9892
11,592.6412,-714.0127,946.8208
12,538.71454,-618.7974,808.9892
13,592.6412,-1075.0485,946.8208
14,538.71454,-979.8332,808.9892
0,612.4425,179.7212,1187.6764
1,596.30597,17.740616,1081.7574
2,637.5639,-55.106277,1187.2091
3,555.04803,90.5875,976.30585
4,637.564,-307.9359,1187.2091
5,555.0479,-162.24216,976.30585
6,637.56323,-560.7655,1187.2091
7,555.0479,-415.07178,976.30585
8,580.99194,-138.47833,979.8313
9,592.64124,-342.3049,946.82086
10,538.7146,-247.08966,808.98926
11,592.64124,-714.0126,946.82086
12,538.7146,-618.7973,808.98926
13,592.64124,-1075.0483,946.82086
14,538.7146,-979.83307,808.98926
0,612.4425,179.72124,1187.6764
1,596.30597,17.740555,1081.7574
2,637.5639,-55.106323,1187.2091
3,555.04803,90.58743,976.3058
4,637.564,-307.93597,1187.2091
5,555.0479,-162.24222,976.3058
6,637.56323,-560.76556,1187.2091
7,555.0479,-415.07184,976.3058
8,580.99194,-138.47833,979.8313
9,592.64124,-342.30484,946.8209
10,538.7146,-247.0896,808.9893
11,592.64124,-714.01245,946.8209
12,538.7146,-618.79724,808.9893
13,592.64124,-1075.0482,946.8209
14,538.7146,-979.833,808.9893
0,612.4425,179.72125,1187.6764
1,596.30597,17.740494,1081.7574
2,637.5639,-55.10637,1187.2091
3,555.04803,90.587364,976.3057
4,637.564,-307.93604,1187.2091
5,555.0479,-162.24228,976.3057
6,637.56323,-560.7656,1187.2091
7,555.0479,-415.0719,976.3057
8,580.99194,-138.47833,979.8313
9,592.64124,-342.30478,946.821
10,538.7146,-247.08954,808.9894
11,592.64124,-714.01245,946.821
12,538.7146,-618.7972,808.9894
13,592.64124,-1075.0482,946.821
14,538.7146,-979.83295,808.9894
0,612.4425,179.72124,1187.6764
1,596.30597,17.740372,1081.7573
2,637.5639,-55.10649,1187.209
3,555.04803,90.587234,976.30566
4,637.564,-307.93616,1187.209
5,555.0479,-162.24242,976.30566
6,637.56323,-560.76575,1187.209
7,555.0479,-415.07202,976.30566
8,580.99194,-138.47833,979.8313
9,592.64124,-342.30466,946.82104
10,538.7146,-247.08942,808.98944
11,592.64124,-714.0123,946.82104
12,538.7146,-618.79706,808.98944
13,592.64124,-1075.0481,946.82104
14,538.7146,-979.8328,808.98944
0,612.44257,179.72125,1187.6763
1,596.30597,17.740295,1081.7573
2,637.5639,-55.106552,1187.209
3,555.04803,90.58714,976.30566
4,637.564,-307.93622,1187.209
5,555.0479,-162.24251,976.30566
6,637.56323,-560.7658,1187.209
7,555.0479,-415.0721,976.30566
8,580.99194,-138.47833,979.8313
9,592.64124,-342.30457,946.8211
10,538.7146,-247.08934,808.9895
11,592.64124,-714.0122,946.8211
12,538.7146,-618.797,808.9895
13,592.64124,-1075.048,946.8211
14,538.7146,-979.83276,808.9895
0,612.43115,179.72707,1187.6692
1,596.30597,17.74025,1081.7572
2,637.5639,-55.106583,1187.2089
3,555.04803,90.58709,976.30566
4,637.564,-307.93622,1187.2089
5,555.0479,-162.24255,976.30566
6,637.56323,-560.7658,1187.2089
7,555.0479,-415.07214,976.30566
8,580.99194,-138.47833,979.8313
9,592.64124,-342.30453,946.8211
10,538.7146,-247.0893,808.9895
11,592.64124,-714.0122,946.8211
12,538.7146,-618.79694,808.9895
13,592.64124,-1075.048,946.8211
14,538.7146,-979.8327,808.9895
0,612.4312,179.72705,1187.6692
1,596.30597,17.740173,1081.7572
2,637.5639,-55.10666,1187.2089
3,555.04803,90.58701,976.3056
4,637.564,-307.9363,1187.2089
5,555.0479,-162.24265,976.3056
6,637.56323,-560.7659,1187.2089
7,555.0479,-415.07227,976.3056
8,580.99194,-138.47833,979.8313
9,592.64124,-342.30444,946.82117
10,538.7146,-247.08922,808.98956
11,592.64124,-714.0121,946.82117
12,538.7146,-618.7969,808.98956
13,592.64124,-1075.0479,946.82117
14,538.7146,-979.83264,808.98956
0,612.4536,179.71579,1187.683
1,596.30597,17.740112,1081.7572
2,637.5639,-55.10672,1187.2089
3,555.04803,90.586945,976.30554
4,637.564,-307.93637,1187.2089
5,555.0479,-162.2427,976.30554
6,637.56323,-560.766,1187.2089
7,555.0479,-415.07233,976.30554
8,580.99194,-138.47833,979.8313
9,592.64124,-342.30438,946.8212
10,538.7146,-247.08916,808.9896
11,592.64124,-714.012,946.8212
12,538.7146,-618.7968,808.9896
13,592.64124,-1075.0479,946.8212
14,538.7146,-979.8326,808.9896
0,612.4426,179.7213,1187.6763
1,596.3059,17.73999,1081.7571
2,637.56384,-55.106842,1187.2086
3,555.048,90.586815,976.3055
4,637.56396,-307.9365,1187.2086
5,555.04785,-162.24283,976.3055
6,637.5632,-560.7661,1187.2086
7,555.04785,-415.07245,976.3055
8,580.99194,-138.47833,979.8313
9,592.6413,-342.30426,946.8213
10,538.71466,-247.08904,808.9897
11,592.6413,-714.0119,946.8213
12,538.71466,-618.7967,808.9897
13,592.6413,-1075.0476,946.8213
14,538.71466,-979.83246,808.9897
0,612.45355,179.71584,1187.683
1,596.3059,17.739944,1081.7571
2,637.56384,-55.106857,1187.2086
3,555.048,90.586754,976.3055
4,637.56396,-307.93652,1187.2086
5,555.04785,-162.24289,976.3055
6,637.5632,-560.7661,1187.2086
7,555.04785,-415.0725,976.3055
8,580.99194,-138.47833,979.8313
9,592.6413,-342.30423,946.82135
10,538.71466,-247.08899,808.98975
11,592.6413,-714.01184,946.82135
12,538.71466,-618.79663,808.98975
13,592.6413,-1075.0476,946.82135
14,538.71466,-979.8324,808.98975
0,612.4427,179.72133,1187.6761
1,596.3059,17.739883,1081.757
2,637.56384,-55.10692,1187.2085
3,555.048,90.58669,976.3055
4,637.56396,-307.93658,1187.2085
5,555.04785,-162.24295,976.3055
6,637.5632,-560.7662,1187.2085
7,555.04785,-415.07257,976.3055
8,580.99194,-138.47833,979.8313
9,592.6413,-342.30417,946.82135
10,538.71466,-247.08893,808.98975
11,592.6413,-714.01184,946.82135
12,538.71466,-618.7966,808.98975
13,592.6413,-1075.0476,946.82135
14,538.71466,-979.83234,808.98975
0,612.4427,179.72131,1187.6763
1,596.3059,17.739746,1081.757
2,637.56384,-55.107056,1187.2085
3,555.048,90.58655,976.30536
4,637.56396,-307.9367,1187.2085
5,555.04785,-162.2431,976.30536
6,637.5632,-560.7663,1187.2085
7,555.04785,-415.0727,976.30536
8,580.99194,-138.47833,979.8313
9,592.6413,-342.30402,946.8215
10,538.71466,-247.08879,808.98987
11,592.6413,-714.01166,946.8215
12,538.71466,-618.79645,808.98987
13,592.6413,-1075.0474,946.8215
14,538.71466,-979.8322,808.98987
0,612.44275,179.72133,1187.676
1,596.3059,17.739685,1081.7568
2,637.56384,-55.107117,1187.2084
3,555.048,90.58648,976.30536
4,637.56396,-307.93677,1187.2084
5,555.04785,-162.24316,976.30536
6,637.5632,-560.76636,1187.2084
7,555.04785,-415.07275,976.30536
8,580.99194,-138.47833,979.8313
9,592.6413,-342.30396,946.8215
10,538.71466,-247.08873,808.98987
11,592.6413,-714.0116,946.8215
12,538.71466,-618.7964,808.98987
13,592.6413,-1075.0474,946.8215
14,538.71466,-979.83215,808.98987
0,612.44275,179.72134,1187.6761
